"Name","Key","Type","Custom Type"
"Owner","customfield_16095","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Standard or Admin Access","customfield_16094","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Test Results","customfield_18030","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Results Recap","customfield_18031","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"DBT Cloud Access","customfield_18032","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"ProConnect Agent Types","customfield_16098","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Data Set","customfield_10305","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"ProConnect Contractor Onboarding Access","customfield_16093","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Do you need a new account created for Amazon Connect CCP?","customfield_16092","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Key Initiatives","customfield_20588","any","jira.polaris:connection"
"Do you need to load and manipulate data in Proto on Snowflake?","customfield_16085","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"SQL Skillset","customfield_16084","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Corporate/Call Center Location","customfield_16083","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Test Automation Status","customfield_18261","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Unplanned PI Work","customfield_13801","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Work Type","customfield_13800","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Time to Approve","customfield_16082","sd-servicelevelagreement","com.atlassian.servicedesk:sd-sla-field"
"Functional Area","customfield_22999","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Functional Owner","customfield_22998","array","com.atlassian.jira.plugin.system.customfieldtypes:people"
"Complete Path","customfield_16081","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Which Ansible environment and team do you need be added to?","customfield_16080","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"Does it store or process PII data?","customfield_16074","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Is a new toll-free number required for the routing request?","customfield_16073","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What CCP error message are you receiving?","customfield_16072","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Stakeholder Signoff","customfield_18492","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Queue(s)","customfield_16078","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"Have you made your supervisor aware of this issue?","customfield_16071","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Have you conducted a speed test and provided your results in the attachments below? (see link below)","customfield_16070","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Test Component","customfield_21654","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Notice of collection of information: notifying individuals prior to collection of information.","customfield_16064","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"26Q3 Priority","customfield_21653","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Winner?","customfield_18001","number","jira.polaris:boolean"
"External sharing and disclosure: Which external organizations share the information?","customfield_16063","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Internal sharing and disclosure: What departments can access your PII data?","customfield_16062","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Information retention: How long is information retained?","customfield_16061","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"What kind of CCP - Connect issue are you having?","customfield_16068","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Technology: What development process was used to develop the system?","customfield_16067","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Technical access and security: Who can access the information or the system?","customfield_16066","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Individual access, redress and correction: How can individuals access their information?","customfield_16065","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"CheckURL","customfield_18000","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"Have you logged-out, closed the browser and started a new one?","customfield_16069","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Looker reactivate","customfield_21409","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Optimizely Instance","customfield_21408","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Check if this requires digital resources to execute effort","customfield_20798","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Uses of the information: use of information and tools to analyze data.","customfield_16060","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Expected Benefits & Success Measures","customfield_20799","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Strategic Alignment","customfield_20796","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Project Request Type","customfield_20797","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Active/Committed Quarter(s)","customfield_20555","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Parent Link","customfield_13100","any","com.atlassian.jpo:jpo-custom-field-parent"
"Additional Risk Approvers","customfield_17700","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"Operations Manager","customfield_16611","array","com.atlassian.jira.plugin.system.customfieldtypes:people"
"Story Points","customfield_16610","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Your scheduled work time","customfield_15761","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Device Type","customfield_15767","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What issue are you experiencing?","customfield_15768","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Other Company","customfield_16612","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Actual Volume","customfield_16608","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Expected Volume","customfield_16607","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Campaign Queue","customfield_16606","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Seedlist","customfield_16605","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Go Live Date","customfield_16609","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Specify what level of access is needed","customfield_15990","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What elevated access is needed?","customfield_15994","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Brand","customfield_16600","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Expiration Date","customfield_17931","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Is there a website issue or a report issue?","customfield_15995","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What GitLab group permissions do you need?","customfield_15992","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Who will approve this person's batches?","customfield_15993","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Is this request to start or stop email forwarding?","customfield_15998","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Audience Exclusions","customfield_16604","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Sender Profile","customfield_16603","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Send Cadence","customfield_16602","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What is preventing you from assisting customers?","customfield_15754","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Comms Channel(s)","customfield_16601","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Last Name","customfield_15989","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"What Zoom access is needed?","customfield_15980","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Department","customfield_15983","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Service Market","customfield_15500","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Username","customfield_15984","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"If Configuration Error, Note :","customfield_15740","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Name","customfield_15982","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"First Name","customfield_15988","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Country(s) are you traveling to","customfield_15985","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"What STAR access is needed?","customfield_15978","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Read Only or Write Access","customfield_15979","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Month","customfield_16820","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Computer Name","customfield_15973","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Which project do you need access to?","customfield_15970","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Date & Time","customfield_15734","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"Do you need the ability to send/receive faxes internationally?","customfield_15976","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Name of the mailbox","customfield_15977","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Estimated End Date","customfield_16822","string","jira.polaris:interval"
"Remedy Ticket #","customfield_12225","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Was this person hired?","customfield_16821","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Do you have your company email on a mobile device?","customfield_15969","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What is the exception number?","customfield_15967","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"What kind of printer?","customfield_15968","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Type","customfield_16819","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Domain","customfield_16818","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Hosts (if applicable)","customfield_15960","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Do you need to be able to login to the Service Account?","customfield_15965","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Team","customfield_13301","team","com.atlassian.jira.plugin.system.customfieldtypes:atlassian-team"
"Launch Date","customfield_16811","string","jira.polaris:interval"
"Name of Project/Application/Service ","customfield_15722","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Clone Compliance Task to Project","customfield_16810","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Is this issue Computer or Mobile Device related?","customfield_15716","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Please enumerate providing source by destination by port/protocol","customfield_15958","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"TestRail Access","customfield_15714","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Shared Mailbox Domain","customfield_15956","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Splunk Access","customfield_15715","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Sourcing Manager","customfield_12207","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Oomnitza ITAM Role","customfield_16809","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Location","customfield_15718","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Compensation adjustment","customfield_20060","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Subject","customfield_15951","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Customer Request Type","customfield_12202","sd-customerrequesttype","com.atlassian.servicedesk:vp-origin"
"Requested by","customfield_11114","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Time to resolution","customfield_12204","sd-servicelevelagreement","com.atlassian.servicedesk:sd-sla-field"
"Detailed Description","customfield_15952","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Request participants","customfield_12203","array","com.atlassian.servicedesk:sd-request-participants"
"Planned start date","customfield_15947","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"Coupa Requisition Approval Date","customfield_12437","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Planned end date","customfield_15948","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"Coupa Requisition Number","customfield_12436","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Backout plan","customfield_15945","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Last Updated By","customfield_11107","user","com.atlassian.jira.toolkit:lastupdaterorcommenter"
"Test plan","customfield_15946","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Time to triage normal change","customfield_15949","sd-servicelevelagreement","com.atlassian.servicedesk:sd-sla-field"
"New job code","customfield_20059","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"New job title","customfield_20058","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Does this firewall change involve a scoped PCI Environment?","customfield_15940","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"Coupa Requisition Submit Date","customfield_12431","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Actual Date - Closed","customfield_11341","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Severity","customfield_15943","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Target Date - Complete","customfield_12433","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Owner","customfield_15701","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Implementation plan","customfield_15944","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Target Date - Start","customfield_12432","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Project Manager","customfield_11346","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"Actual Date - Completed","customfield_12435","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Affected hardware","customfield_15942","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Actual Date - Started","customfield_12434","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Participants","customfield_11104","array","com.atlassian.jira.toolkit:participants"
"What level of access do you need?","customfield_15936","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Real Estate Application(s)","customfield_15937","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"Office ID","customfield_15938","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Agent ID","customfield_15939","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Snowflake Table/View","customfield_21139","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Initiative Definition and Business Requirements","customfield_21375","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Projected Benefits & Outcome","customfield_21374","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Specify what environment for access is needed","customfield_15925","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Vendor(s)","customfield_11326","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Which Ansible team do you need be added to?","customfield_15926","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Legal/Regulatory","customfield_11328","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Description of Error","customfield_15923","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Who is this request for?","customfield_15924","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Major Systems Involved (AHS)","customfield_11327","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Unix/Linux Access or Password","customfield_16453","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Tested By","customfield_16451","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Contractor Job Title","customfield_16450","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Third Party TPRM Process","customfield_17304","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"SC DTC/Real Estate","customfield_16457","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"SC Application Area","customfield_16456","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"SC Issue Type","customfield_16454","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Workaround Available","customfield_16459","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"AI Tool Additional Users","customfield_17305","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Frequency","customfield_16458","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"AP Question Type","customfield_16680","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Jira Project and Board Type (OLD)","customfield_16200","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"Test Plan Link","customfield_16442","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"Street Number","customfield_16682","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Time to done","customfield_16681","sd-servicelevelagreement","com.atlassian.servicedesk:sd-sla-field"
"Sailpoint Username","customfield_16446","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"VP, Risk | Business Owner","customfield_17535","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Do you currently have a Star account?","customfield_16203","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Sailpoint UPN","customfield_16445","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Statuses","customfield_16202","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Contractor Manager","customfield_16444","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Owners","customfield_16201","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"Orca Security Role","customfield_16685","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Contractor Department","customfield_16448","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Work Email Address","customfield_16447","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"End Date (Planned)","customfield_16431","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Looker - Elevated Role","customfield_16673","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Contact Name","customfield_15100","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Start Date","customfield_16430","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Looker - Streem","customfield_16672","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Looker - New Reports","customfield_16671","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Training ID Action","customfield_16670","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"SODA Platform Access","customfield_17766","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Hiring Manager","customfield_16677","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"Mongo DB Environment (Multi)","customfield_16676","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"Contact Title","customfield_15101","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Business Purpose","customfield_16433","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"Project overview status","com.atlassian.atlas.jira__project-status","string","read-only-string-issue-field"
"CSC/SC Access Role","customfield_16432","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Project overview key","com.atlassian.atlas.jira__project-key","string","read-only-string-issue-field"
"Test/Prod Environment Selection","customfield_16679","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"Talent Organization","customfield_16678","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Test Plan Link old","customfield_16429","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Goal impact","customfield_16420","number","jira.polaris:rating"
"DigiCert Urgency","customfield_16662","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Point of Contact","customfield_16661","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"New Region/Territory","customfield_16660","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Dependent Teams","customfield_16424","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"IncidentID","customfield_17997","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"OCI New/Existing","customfield_16666","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Sprints","customfield_16423","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"OCI Report Type","customfield_16665","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Device","customfield_16428","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Confidence","customfield_16427","number","jira.polaris:rating"
"Key customers","customfield_16426","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"IncidentURL","customfield_17999","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"Public description","customfield_16425","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Report Platform","customfield_16667","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Incident Severity","customfield_17998","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Effort (Reversed) - High for Low, Low for High","customfield_16418","number","jira.polaris:rating"
"Feedback Type","customfield_16651","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Bug Environment","customfield_16650","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Bucket","customfield_16413","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Zip Code","customfield_16655","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Severity Level","customfield_17502","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Current Cost Center","customfield_16654","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Associate Cost Center","customfield_16653","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Zeus Issue Area","customfield_16652","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Theme (Site Area)","customfield_16417","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Region/Territory","customfield_16659","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Short description","customfield_16416","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Job Title","customfield_16658","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"Roadmap","customfield_16415","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Type of RE people change","customfield_16657","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"Goal","customfield_16414","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Effective Date","customfield_16656","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"Work category","customfield_16409","string","com.atlassian.jira.plugins.work-category-field:work-category-field-cftype"
"What Stripe role do you need?","customfield_16408","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Defect Classification","customfield_16649","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Idea","customfield_20903","any","jira.polaris:connection"
"Phase","customfield_20904","any","jira.polaris:connection"
"Portfolio","customfield_20902","any","jira.polaris:connection"
"I have an issue with (Zoom)","customfield_15792","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"DG Group Type","customfield_16640","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Major incident","customfield_16644","string","com.atlassian.jira.modules.servicemanagement.major-incident-entity:major-incident-entity-field-cftype"
"Desktop Conclusion","customfield_17733","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"PagerDuty Postmortem/COE","customfield_16648","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"PagerDuty Incident","customfield_16647","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"Vendor Company","customfield_16646","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Desktop Improvement","customfield_17735","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Deployment Date","customfield_16645","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"Mobile Conclusion","customfield_17734","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Functional Team AD Group B","customfield_16871","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Functional Team AD Group A","customfield_16870","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"MFA Phone Type","customfield_16875","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Functional Team Privledged Users","customfield_16874","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"Functional Team Users","customfield_16873","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"Lead Source","customfield_15300","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Functional Team Change Type","customfield_16872","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"What ILINX product are you using?","customfield_15787","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"MFA Bypass Account Type","customfield_16869","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Sentiment","customfield_16864","array","com.atlassian.servicedesk.sentiment:sd-sentiment"
"Okta Support Type","customfield_16863","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Atlan Access","customfield_16862","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"Business Unit","customfield_14200","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"Goals","customfield_16868","array","com.atlassian.jira.plugin.system.customfieldtypes:goals"
"Number of Training IDs","customfield_16867","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"Training IDs Environment","customfield_16866","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"CSP Portal Support Type","customfield_16865","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
